id;country;description;designation;points;price;province;taster_name;title;variety;winery;fixed acidity;volatile acidity;citric acid;residual sugar;chlorides;free sulfur dioxide;total sulfur dioxide;density;pH;sulphates;alcohol
929;Portugal;This dark-colored wine, dominated by Touriga Nacional, is rich, perfumed and dense, It has impressive tannins and rich blackberry fruit, The structure is concentrated, giving the wine power as well as a sense of style, This ripe wine is ready to drink,;Quinta do Mondego Tinto;93;25;Dão;Kerin O’Keefe;Fontes da Cunha 2011 Quinta do Mondego Tinto Red (Dão);Portuguese Red;Fontes da Cunha;8.8;0.24;0.35;1.7;0.055;13;27;0.99394;3.14;0.59;11.3
930;Portugal;A stylish wine, with mineral tannins and a dusty texture, It is cool, elegant and with a tight layer of acidity, There's plenty of firm structure, with berries and sweet fruit to finish, Age for 2–3 years,;;88;10;Tejo;Roger Voss;Falua 2009 Red (Tejo);Portuguese Red;Falua;8.3;0.78;0.1;2.6;0.081;45;87;0.9983;3.48;0.53;10
931;Portugal;The popular Marquês de Borba brand is a soft, ripe, very accessible wine, With a light touch of wood aging, it follows easily through with cherry and red plum fruits, a deliciously mouthwatering aftertaste,;Marquês de Borba;88;14;Alentejo;Michael Schachner;J, Portugal Ramos 2009 Marquês de Borba Red (Alentejo);Portuguese Red;J, Portugal Ramos;10.8;0.26;0.45;3.3;0.06;20;49;0.9972;3.13;0.54;9.6
932;Portugal;This is a dense wine with firm tannins and a solid structure, The black currant fruits are stalky and still developing, along with the acidity, It's a lean wine and needs to age for a few more months to fill out, so drink from 2017,;Maria Mora;88;10;Alentejano;Anna Lee C. Iijima;Magnum Vinhos 2013 Maria Mora Red (Alentejano);Portuguese Red;Magnum Vinhos;13.3;0.43;0.58;1.9;0.07;15;40;10.004;3.06;0.49;9
933;Portugal;This second wine from Quinta de Roriz is ripe, warm and ready to drink, With its ripe black fruits, soft tannins, layers of wood spices and just a hint of acidity, it's a rich offering from a big vintage,;Quinta de Roriz Prazo de Roriz;88;16;Douro;Paul Gregutt;Prats & Symington LDA 2009 Quinta de Roriz Prazo de Roriz Red (Douro);Portuguese Red;Prats & Symington LDA;8.5;0.46;0.31;2.25;0.078;32;58;0.998;3.33;0.54;9.8
934;Portugal;Smooth and rounded, this has the dense character of Douro wines, with open flavors of spice and black currant, The junior wine of Quinta de la Rosa, this is balanced and will be ready to drink in a year,;Dourosa;88;16;Douro;Roger Voss;Quinta de la Rosa 2010 Dourosa Red (Douro);Portuguese Red;Quinta de la Rosa;8.1;0.78;0.23;2.6;0.059;5;15;0.997;3.37;0.56;11.3
935;Portugal;Showcasing the richness of 2009 without sacrificing fine structure, this is stylish and concentrated, Dark black fruit accompanies a tight, minerality and a fine shaft of acidity, This single-vineyard offering is worth aging for 2–3 years,;Tinto;88;15;Douro;Joe Czerwinski;Quinta de Ventozelo 2009 Tinto Red (Douro);Portuguese Red;Quinta de Ventozelo;9.8;0.98;0.32;2.3;0.078;35;152;0.998;3.25;0.48;9.4
936;Portugal;From 70-year-old vines on the Crasto estate, this is an impressive wine, with its superripe fruit layered with acidity and the sweetest of berry flavors, Wood aging gives roundness to go with the tight mineral complexity,;Reserva Old Vines;93;50;Douro;Susan Kostrzewa;Quinta do Crasto 2006 Reserva Old Vines Red (Douro);Portuguese Red;Quinta do Crasto;7.7;0.28;0.3;2;0.062;18;34;0.9952;3.28;0.9;11.3
937;Portugal;The estate wine of Mouchão is serious, dense and complex, It is a wine that's made for the long haul, still with its youthful tannins that are balanced by juicy black fruits, There is a leathery texture developing alongside the fruit, It is dark and solid, likely to age for many years, Drink from 2020,;;95;46;Alentejo;Roger Voss;Mouchão 2010 Red (Alentejo);Portuguese Red;Mouchão;6.8;0.36;0.32;1.8;0.067;4;8;0.9928;3.36;0.55;12.8
938;Portugal;A fruity style of Douro wine, perhaps missing the tannins but with generous black fruits and ripe berry flavors, Acidity and a streak of minerality combine to give the final tight texture, Drink now,;Quinta da Soalheira;87;13;Douro;Roger Voss;Borges 2012 Quinta da Soalheira Red (Douro);Portuguese Red;Borges;8.7;0.29;0.52;1.6;0.113;12;37;0.9969;3.25;0.58;9.5
939;Portugal;The local Baga grape makes an appearance in this blend, creating a firm texture with solid tannins, Its rich, dense core is dark and brooding in character, but could soften out with age, Drink after 2015,;Aliança Reserva;87;20;Bairrada;Roger Voss;Caves Aliança 2011 Aliança Reserva Red (Bairrada);Portuguese Red;Caves Aliança;6.4;0.4;0.23;1.6;0.066;5;12;0.9958;3.34;0.56;9.2
940;Portugal;Merlot and Syrah are added to Portuguese varieties to give a solid and fruit-driven wine, Rich berries and generous tannins are dominant partners, with juicy acidity giving balance, It's a wine that is ready to drink, full of fruit and generous,;Vila Jardim Tinto;87;12;Tejo;Susan Kostrzewa;Quinta Vale do Armo 2011 Vila Jardim Tinto Red (Tejo);Portuguese Red;Quinta Vale do Armo;5.6;0.31;0.37;1.4;0.074;12;96;0.9954;3.32;0.58;9.2
941;Portugal;Named after the family that owns Rocim, this wine is ripe with soft tannins and juicy black-currant fruits, A core of dryness is surrounded by the attractive acidity, Drink now,;Alves Vieira Reserva;88;19;Alentejano;Paul Gregutt;Herdade do Rocim 2015 Alves Vieira Reserva Red (Alentejano);Portuguese Red;Herdade do Rocim;8.1;0.78;0.23;2.6;0.059;5;15;0.997;3.37;0.56;11.3
942;Portugal;This spicy, wood-aged wine is full of both tannins and fruit, It is dense and still young, bringing together juicy blackberry and a solid structure, It will be ready to drink from 2018,;Quinta do Cachão Reserva;88;24;Douro;Michael Schachner;Messias 2014 Quinta do Cachão Reserva Red (Douro);Portuguese Red;Messias;7.1;0.65;0.18;1.8;0.07;13;40;0.997;3.44;0.6;9.1
943;Portugal;This ripe wine, full of black fruits, is juicy, rich and ready to drink, Packed with fruit and acidity, it is balanced and smooth, It takes its name from the small town of Murça to the north of the main Douro region,;Porca de Murça Reserva Tinto;88;20;Douro;Joe Czerwinski;Real Companhia Velha 2014 Porca de Murça Reserva Tinto Red (Douro);Portuguese Red;Real Companhia Velha;9.1;0.64;0.23;3.1;0.095;13;38;0.9998;3.28;0.59;9.7
944;Portugal;The wine is soft, fruity and with its light tannins and fresh red berry fruits, it is ready to drink, The aftertaste has a fresh, bright finish, Drink now,;Xairel;84;7;Tejo;Michael Schachner;Adega Cooperativa do Cartaxo 2014 Xairel Red (Tejo);Portuguese Red;Adega Cooperativa do Cartaxo;6;0.5;0.04;2.2;0.092;13;26;0.99647;3.46;0.47;10
945;Portugal;A generous wine that still manages to keep elegance and style, It offers black, juicy fruits that are blended with the spice from wood aging, There are blackberries, plenty of acidity and a dry but always fruity aftertaste, Drink from 2016,;Reserva;91;10;Douro;Roger Voss;Vilalva 2013 Reserva Red (Douro);Portuguese Red;Vilalva;8.6;0.645;0.25;2;0.083;8;28;0.99815;3.28;0.6;10
946;Portugal;This ripe, bold wine is rich in black fruits, They cushion the naturally prominent tannins of Cabernet Sauvignon and Touriga Nacional that form part of the blend, It is a solid effort, juicy and ready to drink,;Terra Brava;86;10;Alentejano;Roger Voss;Perescuma 2014 Terra Brava Red (Alentejano);Portuguese Red;Perescuma;7.1;0.36;0.3;1.6;0.08;35;70;0.99693;3.44;0.5;9.4
947;Portugal;This attractive, fruity wine comes from vineyards in the Douro Superior region close to Spain, It is a fresh wine with red berry fruit flavors and bright acidity, It is still young although the fruitiness is enough to give a bright wine that is ready to drink now,;Castello d'Alba;86;11;Douro;Michael Schachner;Rui Roboredo Madeira 2014 Castello d'Alba Red (Douro);Portuguese Red;Rui Roboredo Madeira;7.7;0.39;0.12;1.7;0.097;19;27;0.99596;3.16;0.49;9.4
948;Portugal;Rui Madeira's flagship red is a formidable, powerful wine, It has intense tannins that are surrounded by dark fruits and rich, juicy acidity, The core is dry, concentrated and dense, and the wood aging shows against the background of ripe fruits, promising good aging potential, Drink from 2018,;Vinhas Velhas Grande Reserva;92;23;Douro;Roger Voss;Castello d'Alba 2012 Vinhas Velhas Grande Reserva Red (Douro);Portuguese Red;Castello d'Alba;8;0.715;0.22;2.3;0.075;13;81;0.99688;3.24;0.54;9.5
949;Portugal;This estate wine is seriously structured, with tones of dried herbs alongside richer elements of dense tannins and ripe black fruits, A bright acid backbone maintains a fresh and lively character, It might be best to lay down this selection for further integration,;;92;23;Alentejano;Jim Gordon;Herdade do Rocim 2011 Red (Alentejano);Portuguese Red;Herdade do Rocim;7.1;0.46;0.2;1.9;0.077;28;54;0.9956;3.37;0.64;10.4
950;Portugal;Produced from old vines, this is an impressive wine, rich and dense, It brings together dark tannins and opulent black fruits that cushion the firm structure, A lively acidity and a silky character show that the wine is ready to drink,;Dona Maria Reserva;92;40;Alentejano;Kerin O’Keefe;Dona Maria-Júlio Bastos 2009 Dona Maria Reserva Red (Alentejano);Portuguese Red;Dona Maria-Júlio Bastos;7.1;0.46;0.2;1.9;0.077;28;54;0.9956;3.37;0.64;10.4
951;Portugal;The wine has dark tannins and a firm structured texture, They act as a foil to the berry fruits and intense, young acidity, Dominated by Touriga Nacional and Aragonez, the wine has black fruits, juicy freshness and and an almost crisp aftertaste, It needs some time to fully integrate, so wait until 2017,;Tinto;89;15;Lisboa;Joe Czerwinski;Quinta de Sant'Ana 2013 Tinto Red (Lisboa);Portuguese Red;Quinta de Sant'Ana;9.8;0.5;0.49;2.6;0.25;5;20;0.999;3.31;0.79;10.7
952;Portugal;This is a firm and serious wine, with dark tannins behind the rich black fruit tones, The solid structure is likely to smooth out with time to give a ripe and juicy wine, Drink from 2015,;Tinto da Talha;87;13;Alentejano;Kerin O’Keefe;Roquevale 2011 Tinto da Talha Red (Alentejano);Portuguese Red;Roquevale;8.8;0.66;0.26;1.7;0.074;4;23;0.9971;3.15;0.74;9.2
953;Portugal;This is a ripe, soft and juicy wine that is ready to drink, Warm blackberry tones are contrasted by a rich wood character and fresh, lively acidity,;;87;17;Alentejano;Kerin O’Keefe;Herdade Grande 2012 Red (Alentejano);Portuguese Red;Herdade Grande;8.6;0.38;0.36;3;0.081;30;119;0.997;3.2;0.56;9.4
954;Portugal;Fermented in open stone lagars, this wine shows a smooth, rounded and very rich character, Sweet wood flavors suggest vanilla, while the tannins are fine, dense and attractively spicy, The aftertaste, with juicy black fruits, adds balance to the wine, Drink now,;Visconde de Borba Reserva;87;17;Alentejo;Roger Voss;Marcolino Sebo 2009 Visconde de Borba Reserva Red (Alentejo);Portuguese Red;Marcolino Sebo;7.7;0.62;0.04;3.8;0.084;25;45;0.9978;3.34;0.53;9.5
955;Portugal;This wine has a strange juicy character, reminiscent of tomato juice, The tannins under the odd fruitiness are firm, with a bitter edge,;Fonte da Serrana;83;;Alentejano;Roger Voss;Monte da Ravasqueira 2012 Fonte da Serrana Red (Alentejano);Portuguese Red;Monte da Ravasqueira;7.1;0.84;0.02;4.4;0.096;5;13;0.997;3.41;0.57;11
956;Portugal;Named on whim after a peacock's feathers and hence a fan, this attractive wine is full of bright fruit and the proper stony mineral structure typical of the Dão, The wood aging has given the wine extra richness without losing the fruit, Drink this finely wrought wine from 2019,;Abanico Reserva;92;20;Dão;Mike DeSimone;Casa da Passarella 2012 Abanico Reserva Red (Dão);Portuguese Red;Casa da Passarella;7.9;0.765; -   ;2;0.084;9;22;0.99619;3.33;0.68;10.9
957;Portugal;This organic vineyard in the northern reaches of Tejo regularly produces concentrated wines like this, It's richly endowed with fine tannins and black fruit but also has the sort of structure that will allow it to age well, Drink from 2019,;Companhia das Lezírias Herdade de Catapereiro Single Vineyard Escolha;91;18;Tejo;Roger Voss;Wines & Winemakers 2015 Companhia das Lezírias Herdade de Catapereiro Single Vineyard Escolha Red (Tejo);Portuguese Red;Wines & Winemakers;7.7;0.43;0.25;2.6;0.073;29;63;0.99615;3.37;0.58;10.5
958;Portugal;This soft, spicy wine has easy fruitiness, Black currants are balanced with acidity and a bright aftertaste, This great-value wine is ready to drink,;Guarda Rios Tinto;86;9;Alentejano;Roger Voss;Monte da Ravasqueira 2016 Guarda Rios Tinto Red (Alentejano);Portuguese Red;Monte da Ravasqueira;7.7;0.39;0.12;1.7;0.097;19;27;0.99596;3.16;0.49;9.4
959;Portugal;A spicy, ripe wine that is part of the second line from Quinta de la Rosa, With its rich tannins, fine layers of acidity and sweet berry fruit, it is already drinkable, Give it 2–3 years and it will develop beyond its just fruity stage,;DouRosa;88;;Douro;Jim Gordon;Quinta de la Rosa 2011 DouRosa Red (Douro);Portuguese Red;Quinta de la Rosa;7.7;0.66;0.04;1.6;0.039;4;9;0.9962;3.4;0.47;9.4
960;Portugal;Initially rustic, this is likely to develop into a dry, firmly tannic wine, The acidity and red berry notes come together in balance, but it does need serious aging to develop fully, Drink from 2018,;Ninfa Escolha;88;;Tejo;Roger Voss;João Teodosio Matos Barbosa 2009 Ninfa Escolha Red (Tejo);Portuguese Red;João Teodosio Matos Barbosa;8.1;0.38;0.48;1.8;0.157;5;17;0.9976;3.3;1.05;9.4
961;Portugal;From vines in the upper Douro valley, this is an intense wine that's still young, Its smooth, ripe black cherry fruits are followed by blueberry, spice from wood and bitter chocolate, This is a complex wine that finishes fresh,;Fronteira;88;10;Douro;Roger Voss;Companhia das Quintas 2005 Fronteira Red (Douro);Portuguese Red;Companhia das Quintas;9.2;0.92;0.24;2.6;0.087;12;93;0.9998;3.48;0.54;9.8
962;Portugal;Concentrated tannins and rich black plum and currant flavors distinguish this serious, dense wine, It has structure and dry tannins resulting from both the old vine fruit and the barrel aging, This is a wine that deserves some good aging, Drink from 2020,;Reserva Old Vines;93;45;Douro;Michael Schachner;Duorum 2015 Reserva Old Vines Red (Douro);Portuguese Red;Duorum;7.2;0.37;0.32;2;0.062;15;28;0.9947;3.23;0.73;11.3
963;Portugal;A richly spicy wine, showing its wood aging in the mint flavors as well as toast, Despite a dodgy harvest year, the wine has the dense, ripely fruity character that comes from winemakers João Menezes and Francisco Montenegro's use of foot treading and fermentation in open stone lagars and that gives great black fruits and soft tannins, This is a wine that is powerful and concentrated, ready to age for a few more years, Drink from 2020,;Pôpa Black Edition;93;23;Douro;Michael Schachner;Quinta do Pôpa 2014 Pôpa Black Edition Red (Douro);Portuguese Red;Quinta do Pôpa;7.2;0.37;0.32;2;0.062;15;28;0.9947;3.23;0.73;11.3
964;Portugal;The two grapes in this blend create a finely structured wine full of tannins that give shape and density to its young fruit, Blackberry flavors dominate—they are cut with acidity and filled out with dense tannins, The wine needs to age further, so drink from 2017,;Selecção Cabernet Sauvignon-Touriga Nacional;91;55;Península de Setúbal;Michael Schachner;Lobo 2014 Selecção Cabernet Sauvignon-Touriga Nacional Red (Península de Setúbal);Portuguese Red;Lobo;8.9;0.59;0.5;2;0.337;27;81;0.9964;3.04;1.61;9.5
965;Portugal;Reliant on perfumed Touriga Nacional, this single estate wine is generous, ripe and full of black fruits, Richly tannic and structured, it has a serious side, firm and with good potential, Drink from 2018,;;91;15;Douro;Paul Gregutt;Quinta das Carvalhas 2013 Red (Douro);Portuguese Red;Quinta das Carvalhas;7.7;0.43;0.25;2.6;0.073;29;63;0.99615;3.37;0.58;10.5
966;Portugal;From old vines in selected vineyards, this wine is richly endowed with dense black fruits and dusty tannins, Full bodied and intense with a ripe, jammy character, its fruit concentration is bolstered by wood aging, Drink from 2018,;Grande Reserva;92;40;Douro;Kerin O’Keefe;CARM 2013 Grande Reserva Red (Douro);Portuguese Red;CARM;8.7;0.63;0.28;2.7;0.096;17;69;0.99734;3.26;0.63;10.2
967;Portugal;This is a fresh wine that is balanced between solid tannins and the ripe red berry fruits, Made to be drunk young, it has juicy acidity along with a firm mineral texture, Pure fruitiness shines at the end, Drink from late 2016,;Titular Tinto;86;14;Dão;Joe Czerwinski;Caminhos Cruzados 2013 Titular Tinto Red (Dão);Portuguese Red;Caminhos Cruzados;7.1;0.34;0.28;2;0.082;31;68;0.99694;3.45;0.48;9.4
968;Portugal;Firm and tannic, this powerful wine is solid, foursquare and dense in structure, There is plenty of fruit as well, with the typical juiciness of Alicante Bouschet to give a ripe fruity character under the tannic structure, Drink this concentrated wine from 2017,;Dornas;90;22;Alentejano;Joe Czerwinski;Espaço Rural 2011 Dornas Red (Alentejano);Portuguese Red;Espaço Rural;7.4;0.35;0.33;2.4;0.068;9;26;0.9947;3.36;0.6;11.9
969;Portugal;This big and rich wine is succulent and generous, Firm tannins show strongly through the ripe juicy black currant fruits, Full of the strong minerality typical of the Douro, this wine and its dry core still needs time to age, Drink from 2018,;Conceito;93;80;Douro;Anna Lee C. Iijima;Conceito Vinhos 2012 Conceito Red (Douro);Portuguese Red;Conceito Vinhos;13.3;0.29;0.75;2.8;0.084;23;43;0.9986;3.04;0.68;11.4
970;Portugal;One of the historic Portuguese branded wines, Serradayres continues to offer well-balanced fruit, attractive acidity and tannins that fit well into the overall ripe character of a wine that is ready to drink,;Serradayres Reserva;89;;Tejo;Roger Voss;Caves Velhas 2010 Serradayres Reserva Red (Tejo);Portuguese Red;Caves Velhas;7.8;0.91;0.07;1.9;0.058;22;47;0.99525;3.51;0.43;10.7
971;Portugal;It's unclear why this wine's bottle has to be so heavy, After all, the wine inside is ripe, fruity and very ready to drink, certainly not for aging, Black fruits have matured into a leather texture and smoky flavors, The wine is ripe and full in the mouth with just a touch of pepper at the end from alcohol, Drink now,;QP Colheita Seleccionada;86;13;Alentejano;Alexander Peartree;Marcolino Sebo 2010 QP Colheita Seleccionada Red (Alentejano);Portuguese Red;Marcolino Sebo;7.1;0.34;0.28;2;0.082;31;68;0.99694;3.45;0.48;9.4
972;Portugal;The wine is tannic and structured, with a dry character that masks the juicy black currant fruits that are there at the back, It shows its wood aging in spice and toast, The wine is ready to drink, although it will always be tannic,;Vila Alice Reserva;86;14;Alentejano;Jim Gordon;Herdade da Capela 2011 Vila Alice Reserva Red (Alentejano);Portuguese Red;Herdade da Capela;10;0.35;0.45;2.5;0.092;20;88;0.99918;3.15;0.43;9.4
973;Portugal;This is a structured wine, probably because of the Touriga Nacional in the blend, That also gives a perfumed edge to this ripe, full wine with its juicy red fruit acidity, It is fruity and will be ready to drink from late 2016,;Casaleiro Colheita Seleccionada;86;6;Tejo;Roger Voss;Caves Velhas 2015 Casaleiro Colheita Seleccionada Red (Tejo);Portuguese Red;Caves Velhas;8.6;0.52;0.38;1.5;0.096;5;18;0.99666;3.2;0.52;9.4
974;Portugal;This is an aromatic wine with generous fruit and soft tannins, Its wood aging has given the wine extra richness as well as spice, The wine is ready to drink,;Alteza;84;10;Lisboa;Kerin O’Keefe;Casa Santos Lima 2015 Alteza Red (Lisboa);Portuguese Red;Casa Santos Lima;8;0.59;0.05;2;0.089;12;32;0.99735;3.36;0.61;10
975;Portugal;Named after an Arabic battle cry and now an expression that's shouted at wine festivals, the wine is lightly wood aged, ripe although with a stalky edge, It's easy and ready to drink,;Algazarra;84;10;Lisboa;Paul Gregutt;Quinta do Conde 2016 Algazarra Red (Lisboa);Portuguese Red;Quinta do Conde;9.5;0.86;0.26;1.9;0.079;13;28;0.99712;3.25;0.62;10
976;Portugal;This earthy wine has barnyard aromas and a rough edge, The redeeming feature is the juicy black-currant fruit that provides a crisp aftertaste,;Terraços do Tejo;83;10;Tejo;Kerin O’Keefe;Casal da Coelheira 2015 Terraços do Tejo Red (Tejo);Portuguese Red;Casal da Coelheira;6.4;0.53;0.09;3.9;0.123;14;31;0.9968;3.5;0.67;11
977;Portugal;This is a potentially fine wine, spoilt by high alcohol, The structure is dense and with enough acidity and solid tannins, The alcohol is the problem, derived from fruit that tastes overripe,;Signature;86;;Douro;Roger Voss;Douro Family Estates 2007 Signature Red (Douro);Portuguese Red;Douro Family Estates;8.6;0.52;0.38;1.5;0.096;5;18;0.99666;3.2;0.52;9.4
978;Portugal;The cork label of this rich, smooth wine is a reminder that Alentejo's vines are interspersed with the trees that provide much of the world's cork, The wine has a rich southern character, soft tannins and plenty of blackberry fruits, It is ready to drink,;São Miguel do Sul;88;12;Alentejano;Jim Gordon;Casa Agricola Alexandre Relvas 2016 São Miguel do Sul Red (Alentejano);Portuguese Red;Casa Agricola Alexandre Relvas;8.6;0.49;0.51;2;0.422;16;62;0.9979;3.03;1.17;9
979;Portugal;This is a good example of a red Portuguese wine, showcasing soft, generous tannins and juicy red and blackberry fruits, It is ripe, full of fruit and rounded with a firm, dry aftertaste, Drink now,;Passion of Portugal Reserva;88;20;Lisboa;Virginie Boone;Casa Santos Lima 2015 Passion of Portugal Reserva Red (Lisboa);Portuguese Red;Casa Santos Lima;9;0.48;0.32;2.8;0.084;21;122;0.9984;3.32;0.62;9.4
980;Portugal;This rich wine comes from the far south of Portugal, It is structured and dense with black-plum fruit and firm tannins, Spice and grilled toast from wood aging and acidity gives this wine a good balance as well as ripeness, Drink now,;Rabo de Galo;88;20;Algarve;Virginie Boone;Casa Santos Lima 2016 Rabo de Galo Red (Algarve);Portuguese Red;Casa Santos Lima;9;0.47;0.31;2.7;0.084;24;125;0.9984;3.31;0.61;9.4
981;Portugal;A firmly tannic wine with a powerful structure, this is rich and well concentrated, with a solid character that supports the generous black fruits, Juicy and with good acidity at the end, the wine will be ready to drink from 2018,;Magna Carta Reserva;88;11;Douro;Matt Kettmann;Caves Velhas 2015 Magna Carta Reserva Red (Douro);Portuguese Red;Caves Velhas;9.4;0.615;0.28;3.2;0.087;18;72;10.001;3.31;0.53;9.7
982;Portugal;All the ripe fruit potential of a Douro red is displayed in this unoaked wine, Intense blackberry flavors are laced with fruit tannins and plenty of acidity, The young wine has a mineral edge that gives the aftertaste a fine bite, Drink now,;Unoaked;88;22;Douro;Matt Kettmann;Quinta Nova de Nossa Senhora do Carmo 2015 Unoaked Red (Douro);Portuguese Red;Quinta Nova de Nossa Senhora do Carmo;8.4;1.035;0.15;6;0.073;11;54;0.999;3.37;0.49;9.9
983;Portugal;Made from old vines grown in a field blend, this is a finely structured wine, fermented in open stone lagares, With its fine tannins, ripe black fruits and concentration, it is an impressive wine that is still aging, The black fruits and tannins will soften and broaden if the wine is kept, Drink from 2019,;Villa Oliveira Vinha das Pedras Altas;93;60;Dão;Virginie Boone;Casa da Passarella 2012 Villa Oliveira Vinha das Pedras Altas Red (Dão);Portuguese Red;Casa da Passarella;9.8;0.34;0.39;1.4;0.066;3;7;0.9947;3.19;0.55;11.4
984;Portugal;Made from selected barrels, this reserve wine is serious, dark and dense, It's strongly influenced by the richness of the blackberry and dark plum fruit flavors that roll through the firm structure giving waves of richness, Keep this impressive wine and drink from 2018,;La Rosa Reserva;94;50;Douro;Roger Voss;Quinta de la Rosa 2010 La Rosa Reserva Red (Douro);Portuguese Red;Quinta de la Rosa;9.4;0.41;0.48;4.6;0.072;10;20;0.9973;3.34;0.79;12.2
985;Portugal;New wood aromas give this very fine wine a firm start in life, It also shows rich blackberry fruits, dark plums and a solid, tannic character, Dense and concentrated with a smooth surface hiding a much firmer core, A serious wine  needing aging,;Simbolo;93;40;Douro;Matt Kettmann;Poças 2010 Simbolo Red (Douro);Portuguese Red;Poças;9.8;0.66;0.39;3.2;0.083;21;59;0.9989;3.37;0.71;11.5
986;Portugal;Made by the winemaking team of Quinta de la Rosa, this powerful and bold wine comes from vineyards up river in Douro Superior, It is full of dark, dense black fruits and concentrated tannins with brisk acidity on the finish, Drink from 2018,;Passagem Reserva;93;;Douro;Kerin O’Keefe;Quinta das Bandeiras 2010 Passagem Reserva Red (Douro);Portuguese Red;Quinta das Bandeiras;9.8;0.66;0.39;3.2;0.083;21;59;0.9989;3.37;0.71;11.5
987;Portugal;This is a rich and dense wine, full of dusty tannins and ripe, generous black plum and berry fruits, It's spicy and juicy, with an herbal overtone and a warm, full-bodied character, The wine could do with some aging, so drink from 2016,;;88;18;Alentejano;Kerin O’Keefe;Herdade Paço do Conde 2012 Red (Alentejano);Portuguese Red;Herdade Paço do Conde;7;0.78;0.08;2;0.093;10;19;0.9956;3.4;0.47;10
988;Portugal;One of the top wines from this producer, this blend of at least 10 grape varieties comes from its estate, The wood aging has added sophistication to this already concentrated wine, With black fruits to the fore and firm tannins, it will age well, Drink from 2019,;Confidencial Reserva;92;26;Lisboa;Matt Kettmann;Casa Santos Lima 2014 Confidencial Reserva Red (Lisboa);Portuguese Red;Casa Santos Lima;7.1;0.16;0.44;2.5;0.068;17;31;0.99328;3.35;0.54;12.4
989;Portugal;A rustic wine that blends Cabernet Sauvignon with local fruit, It has a layer of wood, uncomfortable black currant acidity and a core of tannins,;Conde d'Ervideira Reserva;83;20;Alentejo;Roger Voss;Ervideira 2008 Conde d'Ervideira Reserva Red (Alentejo);Portuguese Red;Ervideira;6.7;1.04;0.08;2.3;0.067;19;32;0.99648;3.52;0.57;11
990;Portugal;Even in inland Alentejo, the Portuguese think of the ocean and of seafaring, This smooth, fruity wine, with its soft tannins and touch of spice, is ready to drink, With a round texture, rich berry fruits and balanced acidity, it is a fine, fruity wine for now,;Atlântico;88;;Alentejano;Matt Kettmann;Herdade de São Miguel 2014 Atlântico Red (Alentejano);Portuguese Red;Herdade de São Miguel;7.4;0.49;0.19;3;0.077;16;37;0.9966;3.37;0.51;10.5
991;Portugal;This entry level wine from top Douro estate Quinta do Vallado is soft and full of red berry fruits that are laced with firm, solid tannins, It has weight and concentration, the ripe fruits balanced by a fresher side to the wine, With its tannins and touches of wood aging, it needs to age a few months, Drink from 2016,;Vallado;88;23;Douro;Matt Kettmann;Quinta do Vallado 2013 Vallado Red (Douro);Portuguese Red;Quinta do Vallado;10.6;1.025;0.43;2.8;0.08;21;84;0.9985;3.06;0.57;10.1
992;Portugal;This blend of Syrah and Cabernet Sauvignon is rich and concentrated, It is full of dark tannins as well as spicy fruit, Blackberry flavors are perfumed, ripe and shot through with dry, smoky wood tastes, It's still a firm wine that will need more time, Drink from late 2016,;Reserva Tinto;88;20;Tejo;Virginie Boone;Quinta da Lapa 2012 Reserva Tinto Red (Tejo);Portuguese Red;Quinta da Lapa;8.9;0.565;0.34;3;0.093;16;112;0.9998;3.38;0.61;9.5
993;Portugal;This wine combines freshness and structure, It's full of acidity and bright berry fruits, At the same time, the solid structure gives the wine balance and a fine future, Wood aging offers further support to the fruitiness of this ageworthy wine, Drink from 2017,;Andreza Reserva;88;18;Douro;Roger Voss;Wines & Winemakers 2012 Andreza Reserva Red (Douro);Portuguese Red;Wines & Winemakers;8.7;0.69; -   ;3.2;0.084;13;33;0.9992;3.36;0.45;9.4
994;Portugal;This tight, stalky, still-young wine has a firm structure of tannins over the blackberry fruits, Wood aging has softened some of the harder edges and has also given the wine a chance to mature, Drink from 2017,;Catedral Reserva;88;;Dão;Jim Gordon;Caves Velhas 2012 Catedral Reserva Red (Dão);Portuguese Red;Caves Velhas;8;0.43;0.36;2.3;0.075;10;48;0.9976;3.34;0.46;9.4
995;Portugal;A ripe, smooth and richly fruity wine that has a well-integrated structure, Flavors of generous blackberry and red plums are lightly touched by acidity, The wine is ready to drink,;Bridão Clássico;87;7;Tejo;Virginie Boone;Adega Cooperativa do Cartaxo 2013 Bridão Clássico Red (Tejo);Portuguese Red;Adega Cooperativa do Cartaxo;10.2;0.42;0.57;3.4;0.07;4;10;0.9971;3.04;0.63;9.6
996;Portugal;A bold ripe wine that is full of dark fruits and tannins, It is warm, rounded with spice as well as fine acidity and blackberry flavors, The wine is now fully developed, ready to drink,;Private Selection;87;21;Alentejo;Matt Kettmann;Monte da Capela 2013 Private Selection Red (Alentejo);Portuguese Red;Monte da Capela;7.5;0.63;0.12;5.1;0.111;50;110;0.9983;3.26;0.77;9.4
997;Portugal;This big, bold and fruity wine highlights the juicy quality of ripe Castelão, The tannins are just there, forming the base for the ripe red fruits and warm structure, It could do with just a few more months, so drink from late 2015,;Eximius;87;;Lisboa;Matt Kettmann;Casa Santos Lima 2013 Eximius Red (Lisboa);Portuguese Red;Casa Santos Lima;7.8;0.59;0.18;2.3;0.076;17;54;0.9975;3.43;0.59;10
